Global_Session_ID,Transaction_Str
U0516_10,"Dorms,Math_Building,Student_Center,Library,Dorms,CS_Building"
U0516_11,"Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms,Math_Building"
U0516_12,"Dorms,Math_Building,Student_Center,Dorms,CS_Building"
U0516_13,"Dorms,Cafeteria,CS_Building"
U0516_14,"Dorms,Math_Building,Dorms,Cafeteria,Math_Building,Library,Cafeteria,Dorms,Math_Building,Library,Dorms,Cafeteria,Library,Dorms,Cafeteria,Library,Cafeteria,CS_Building"
U0516_2,"Cafeteria,Math_Building,Library,Cafeteria,CS_Building,Library"
U0516_3,"Dorms,Cafeteria,Library,Student_Center"
U0516_4,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Dorms"
U0516_5,"Dorms,CS_Building,Student_Center,Gym,Cafeteria,Library,Dorms"
U0516_6,"Dorms,Cafeteria,Library,Gym,Dorms,Cafeteria,Math_Building,Library"
U0516_7,"Dorms,Math_Building,Student_Center"
U0516_8,"CS_Building,Student_Center,Dorms,Math_Building,Student_Center"
U0516_9,"Dorms,Math_Building,Cafeteria,CS_Building,Cafeteria,Math_Building,Cafeteria,CS_Building"
U0517_1,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria,Dorms,Math_Building,Library,Gym"
U0517_10,"Dorms,Cafeteria,Math_Building,Library,Dorms,Cafeteria"
U0517_11,"Dorms,Library,Dorms,Cafeteria,Student_Center,Dorms"
U0517_12,"Dorms,Cafeteria,Library,Dorms"
U0517_13,"Dorms,Cafeteria,Math_Building,Cafeteria,Library,Dorms"
U0517_14,"Dorms,Math_Building,Cafeteria,CS_Building,Library"
U0517_2,"Dorms,Cafeteria,CS_Building"
U0517_3,"Dorms,Math_Building,Cafeteria,Math_Building"
U0517_4,"Dorms,CS_Building,Cafeteria,Library,Cafeteria,Math_Building"
U0517_5,"Cafeteria,CS_Building,Student_Center,Gym,Cafeteria,Library"
U0517_6,"Dorms,Cafeteria,CS_Building,Student_Center,Gym"
U0517_7,"Dorms,Math_Building,Library,Cafeteria,Student_Center"
U0517_8,"Dorms,Cafeteria,Math_Building,Student_Center,Library,Cafeteria"
U0517_9,"Dorms,CS_Building,Library,Student_Center,Dorms,CS_Building,Student_Center"
U0518_1,"Student_Center,Gym,Dorms,Cafeteria,Dorms,Cafeteria,CS_Building,Library"
U0518_10,"Dorms,Cafeteria,Math_Building"
U0518_11,"Dorms,Cafeteria,CS_Building,Library,Dorms"
U0518_12,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms"
U0518_2,"Dorms,Cafeteria,Math_Building,Library,Dorms"
U0518_3,"Gym,Dorms,CS_Building,Student_Center,Gym,Dorms"
U0518_4,"Dorms,Cafeteria,Math_Building,Library,Gym,Dorms,Math_Building,Dorms"
U0518_5,"Cafeteria,Math_Building,Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms,CS_Building,Student_Center,Dorms,Cafeteria,CS_Building"
U0518_6,"Dorms,Cafeteria,Library,Dorms,Cafeteria,Math_Building,Cafeteria,Student_Center,Gym"
U0518_7,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Cafeteria,Student_Center,Gym"
U0518_8,"Dorms,CS_Building,Student_Center"
U0518_9,"Dorms,Math_Building,Library,Dorms"
U0519_1,"Dorms,CS_Building,Cafeteria,Library,Cafeteria,CS_Building"
U0519_10,"Dorms,Library,Dorms"
U0519_11,"CS_Building,Student_Center,Library"
U0519_12,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Library"
U0519_2,"Library,Dorms,Math_Building,Student_Center,Dorms,Cafeteria,Student_Center"
U0519_3,"Dorms,Math_Building,Student_Center,Library,Cafeteria,Library,Gym,Dorms"
U0519_4,"Student_Center,Library,Dorms,CS_Building,Student_Center,Gym,Dorms"
U0519_5,"Dorms,Cafeteria,CS_Building"
U0519_6,"Gym,Dorms,Math_Building,Cafeteria,Math_Building,Library,Dorms,Cafeteria"
U0519_7,"Math_Building,Library,Cafeteria,Math_Building,Library"
U0519_8,"Dorms,CS_Building,Cafeteria,CS_Building,Library,Gym,Dorms,Math_Building"
U0519_9,"Dorms,CS_Building,Library,Dorms,Math_Building,Cafeteria,Dorms,Cafeteria,Student_Center,Library,Cafeteria,CS_Building,Library"
U0520_1,"Dorms,CS_Building,Dorms,CS_Building,Student_Center"
U0520_10,"Dorms,Cafeteria,Library,Cafeteria,Library"
U0520_11,"CS_Building,Student_Center,Gym,Dorms"
U0520_2,"Dorms,Math_Building,Student_Center,Library"
U0520_3,"Dorms,CS_Building,Cafeteria,Math_Building,Cafeteria,Math_Building,Dorms,CS_Building,Library,Student_Center,Dorms,Library"
U0520_4,"Library,Student_Center,Dorms,Math_Building,Cafeteria"
U0520_5,"Student_Center,Gym,Dorms"
U0520_6,"Dorms,Cafeteria,Math_Building"
U0520_7,"Student_Center,Dorms,Cafeteria,Math_Building,Cafeteria"
U0520_8,"Dorms,Cafeteria,Student_Center,Gym,Dorms,CS_Building,Student_Center"
U0520_9,"Dorms,CS_Building,Student_Center,Dorms"
U0521_1,"Dorms,Library,Dorms,Cafeteria,CS_Building"
U0521_10,"Dorms,Library,Dorms,Cafeteria,CS_Building"
U0521_11,"Dorms,Cafeteria,Student_Center,Dorms,Math_Building"
U0521_12,"Dorms,Cafeteria,Math_Building,Student_Center,Library,Student_Center,Dorms,Cafeteria"
U0521_13,"Library,Gym,Dorms,Cafeteria,Library,Cafeteria,CS_Building,Student_Center"
U0521_14,"Library,Dorms,CS_Building,Student_Center,Library"
U0521_2,"Dorms,CS_Building,Library,Gym,Dorms,Library"
U0521_3,"Dorms,CS_Building,Library,Dorms,Cafeteria,CS_Building"
U0521_4,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,Math_Building,Cafeteria"
U0521_5,"Dorms,Math_Building,Dorms,Math_Building,Dorms"
U0521_6,"Dorms,CS_Building,Student_Center"
U0521_7,"Library,Dorms,Cafeteria,CS_Building"
U0521_8,"CS_Building,Library,Dorms,Library,Dorms,Cafeteria"
U0521_9,"Dorms,Math_Building,Dorms,Math_Building,Library"
U0522_1,"Dorms,Cafeteria,CS_Building,Cafeteria"
U0522_10,"Dorms,Library,Gym"
U0522_11,"Dorms,Math_Building,Library"
U0522_12,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria,Math_Building,Student_Center"
U0522_13,"Dorms,Math_Building,Student_Center,Gym,Dorms,Cafeteria,Math_Building,Dorms,Cafeteria,Student_Center,Library,Dorms,Math_Building,Library"
U0522_14,"Dorms,Cafeteria,CS_Building"
U0522_2,"Dorms,Math_Building,Dorms,Cafeteria,Math_Building,Cafeteria,CS_Building,Cafeteria"
U0522_3,"Dorms,Math_Building,Dorms,Cafeteria,Library"
U0522_4,"Dorms,Math_Building,Student_Center,Library,Cafeteria,Library,Dorms"
U0522_5,"Dorms,Cafeteria,Math_Building,Library,Student_Center,Gym,Dorms,CS_Building"
U0522_6,"Library,Gym,Dorms,Library,Dorms,Cafeteria,Math_Building"
U0522_7,"Dorms,Cafeteria,CS_Building,Cafeteria"
U0522_8,"Dorms,Cafeteria,Library,Cafeteria"
U0522_9,"Dorms,Cafeteria,Library,Dorms,Cafeteria,CS_Building,Cafeteria"
U0523_1,"Dorms,Library,Cafeteria,Math_Building,Library,Dorms,Cafeteria"
U0523_10,"Dorms,CS_Building,Library,Dorms,Math_Building,Library,Gym,Dorms,Math_Building,Student_Center,Library"
U0523_11,"Dorms,Cafeteria,Math_Building,Dorms,Library,Student_Center,Library,Cafeteria,CS_Building,Cafeteria,Student_Center"
U0523_12,"Dorms,Math_Building,Cafeteria,CS_Building"
U0523_13,"Dorms,CS_Building,Library,Cafeteria,CS_Building,Dorms"
U0523_14,"Dorms,CS_Building,Cafeteria,Student_Center"
U0523_2,"Dorms,Math_Building,Dorms,Cafeteria,CS_Building,Cafeteria,Student_Center,Library"
U0523_3,"Dorms,Cafeteria,Math_Building,Student_Center,Gym,Dorms"
U0523_4,"Dorms,CS_Building,Library,Dorms"
U0523_5,"Student_Center,Library,Student_Center,Dorms,Cafeteria,Student_Center,Dorms"
U0523_6,"Dorms,Cafeteria,Math_Building,Cafeteria,Library,Student_Center,Dorms,CS_Building"
U0523_7,"Dorms,Math_Building,Library,Dorms,Cafeteria"
U0523_8,"Dorms,Math_Building,Library,Dorms,Cafeteria,CS_Building,Library"
U0523_9,"Dorms,Library,Dorms,Cafeteria,CS_Building"
U0524_1,"Dorms,Cafeteria,CS_Building,Dorms"
U0524_2,"Dorms,Math_Building,Library,Dorms,Cafeteria,Math_Building,Library"
U0524_3,"Dorms,Math_Building,Dorms,Cafeteria,Library,Gym"
U0524_4,"Dorms,CS_Building,Student_Center"
U0524_5,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria,Library"
U0524_6,"Dorms,Cafeteria,CS_Building,Dorms,Dorms,Cafeteria,CS_Building,Library,Dorms,Library,Dorms"
U0524_7,"Dorms,Cafeteria,CS_Building,Library,Gym,Dorms,Cafeteria,CS_Building,Dorms,Math_Building,Student_Center,Gym,Dorms"
U0524_8,"Dorms,Library,Cafeteria,CS_Building,Cafeteria,CS_Building,Dorms,Math_Building,Cafeteria"
U0524_9,"Dorms,CS_Building,Cafeteria,Math_Building,Student_Center"
U0525_1,"Library,Student_Center,Library,Cafeteria,Library"
U0525_2,"Dorms,CS_Building,Library,Gym,Dorms"
U0525_3,"Dorms,Cafeteria,CS_Building,Cafeteria,Math_Building,Student_Center,Gym,Dorms,Dorms,Cafeteria,Math_Building,Student_Center,Library,Gym,Dorms"
U0525_4,"Dorms,Math_Building,Cafeteria"
U0525_5,"Dorms,Cafeteria,CS_Building,Library,Cafeteria,Student_Center"
U0525_6,"Dorms,Math_Building,Student_Center,Library,Dorms,Cafeteria"
U0525_7,"Math_Building,Dorms,CS_Building,Cafeteria,CS_Building,Library,Dorms"
U0525_8,"Dorms,Cafeteria,Math_Building"
U0525_9,"Gym,Cafeteria,Library,Dorms,Library,Cafeteria"
U0526_1,"Dorms,Cafeteria,CS_Building,Library,Dorms,Library,Dorms"
U0526_10,"Cafeteria,Math_Building,Dorms,CS_Building,Student_Center,Gym"
U0526_11,"Dorms,Cafeteria,Library,Cafeteria,CS_Building,Dorms"
U0526_2,"Dorms,CS_Building,Student_Center,Gym,Dorms,Math_Building,Student_Center,Dorms"
U0526_3,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building,Dorms,Library,Dorms"
U0526_4,"Gym,Dorms,Cafeteria"
U0526_5,"Dorms,Cafeteria,Math_Building,Library,Gym,Dorms"
U0526_6,"Dorms,Cafeteria,Student_Center,Gym"
U0526_7,"Dorms,CS_Building,Library,Student_Center,Gym"
U0526_8,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,CS_Building"
U0526_9,"Dorms,Cafeteria,Student_Center,Gym,Dorms,Library,Gym,Dorms"
U0527_1,"Dorms,CS_Building,Student_Center,Dorms"
U0527_10,"Dorms,Cafeteria,Math_Building,Student_Center,Dorms"
U0527_11,"Library,Dorms,Math_Building,Cafeteria,CS_Building,Student_Center"
U0527_12,"Cafeteria,CS_Building,Student_Center,Gym,Dorms,Cafeteria,CS_Building,Library,Dorms,Cafeteria,CS_Building,Dorms"
U0527_13,"Dorms,CS_Building,Library,Cafeteria,Library,Dorms,Cafeteria,Library"
U0527_2,"Dorms,CS_Building,Library,Gym,Dorms,Cafeteria,CS_Building"
U0527_3,"Cafeteria,Student_Center,Library,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria"
U0527_4,"Dorms,Math_Building,Dorms,Math_Building,Student_Center,Gym,Dorms,Cafeteria"
U0527_5,"Dorms,Cafeteria,CS_Building,Library,Student_Center,CS_Building,Student_Center,Dorms,Cafeteria,Math_Building,Cafeteria,Library"
U0527_6,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,CS_Building,Library,Gym"
U0527_7,"Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building,Library,Student_Center,Gym"
U0527_8,"Dorms,CS_Building,Library,Student_Center,Library"
U0527_9,"Dorms,Cafeteria,CS_Building,Dorms,Cafeteria,CS_Building,Library,Cafeteria,CS_Building,Library,Cafeteria"
U0528_1,"Dorms,Cafeteria,Student_Center,Dorms,Math_Building,Dorms,Cafeteria,Gym,Dorms,Math_Building,Student_Center,Gym,Dorms,CS_Building,Cafeteria"
U0528_10,"Dorms,Cafeteria,CS_Building,Dorms,Cafeteria,CS_Building,Student_Center"
U0528_11,"Dorms,Math_Building,Student_Center,Library"
U0528_12,"CS_Building,Student_Center,Dorms,Cafeteria,Student_Center,Dorms,CS_Building,Dorms"
U0528_13,"Dorms,Cafeteria,Math_Building,Library"
U0528_14,"Dorms,Cafeteria,Student_Center,Gym,Cafeteria"
U0528_15,"Dorms,Cafeteria,CS_Building"
U0528_2,"Dorms,Cafeteria,CS_Building"
U0528_3,"Student_Center,Library,Gym,Dorms,Cafeteria,Library,Cafeteria,Math_Building,Library,Cafeteria"
U0528_4,"Dorms,Cafeteria,CS_Building,Dorms,Cafeteria,Math_Building,Dorms,CS_Building,Student_Center,Dorms,CS_Building"
U0528_5,"Dorms,CS_Building,Library,Cafeteria,Math_Building,Cafeteria,CS_Building"
U0528_6,"Dorms,Cafeteria,Library"
U0528_7,"Dorms,Cafeteria,CS_Building"
U0528_8,"Dorms,CS_Building,Library,Dorms,Library,Dorms,Math_Building"
U0528_9,"Dorms,Math_Building,Library,Dorms,CS_Building"
U0529_1,"Dorms,Cafeteria,Library,Dorms,CS_Building,Student_Center"
U0529_10,"Dorms,Cafeteria,CS_Building,Library,Cafeteria,Library,Dorms,CS_Building"
U0529_2,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Cafeteria,Dorms,Math_Building,Library,Dorms,Cafeteria,CS_Building,Cafeteria,Student_Center"
U0529_3,"Dorms,Library,Dorms,CS_Building,Student_Center,Dorms"
U0529_4,"CS_Building,Student_Center,Library,Dorms,CS_Building,Library,Dorms,Dorms,Cafeteria,Student_Center,Library,Cafeteria,Library,Dorms,CS_Building"
U0529_5,"Cafeteria,Math_Building,Dorms,Library,Cafeteria,CS_Building,Student_Center"
U0529_6,"Dorms,Math_Building,Cafeteria,Math_Building,Cafeteria,Library,Dorms,Cafeteria"
U0529_7,"Dorms,CS_Building,Student_Center,Dorms,Cafeteria"
U0529_8,"Library,Student_Center,Gym,Dorms,Math_Building,Library,Gym,Dorms,Dorms,Cafeteria,Library,Dorms,Cafeteria,CS_Building"
U0529_9,"Gym,Dorms,Cafeteria,Math_Building,Dorms"
U0530_1,"Dorms,Math_Building,Dorms"
U0530_10,"Library,Student_Center,Dorms,Cafeteria,CS_Building,Library,Student_Center,Library"
U0530_11,"Cafeteria,Math_Building,Student_Center"
U0530_12,"Dorms,Cafeteria,Math_Building,Library,Cafeteria,CS_Building,Cafeteria"
U0530_13,"Dorms,Math_Building,Cafeteria,CS_Building,Student_Center,Library,Gym,Math_Building,Library,Gym,Dorms,Cafeteria"
U0530_2,"Dorms,Library,Cafeteria,CS_Building,Dorms,Math_Building,Library,Dorms"
U0530_3,"Cafeteria,Library,Gym,Dorms,CS_Building,Student_Center,Library"
U0530_4,"CS_Building,Student_Center,Dorms,Cafeteria,CS_Building"
U0530_5,"Dorms,Cafeteria,CS_Building,Student_Center"
U0530_6,"Student_Center,Library,Student_Center,Dorms,CS_Building,Student_Center,Dorms,CS_Building"
U0530_7,"Dorms,Cafeteria,Library,Cafeteria"
U0530_8,"Dorms,Cafeteria,CS_Building,Library,Dorms,CS_Building,Cafeteria,Math_Building,Dorms,Math_Building,Dorms,Cafeteria,Student_Center,Library,Gym,Dorms"
U0530_9,"Dorms,Cafeteria,Math_Building,Student_Center"
U0531_1,"Dorms,CS_Building,Library,Dorms,Math_Building,Cafeteria"
U0531_2,"Dorms,Cafeteria,Math_Building,Dorms"
U0531_3,"Dorms,Math_Building,Library,Dorms,Math_Building,Dorms,CS_Building"
U0531_4,"Dorms,Cafeteria,Math_Building,Student_Center,Library"
U0531_5,"Dorms,Library,Cafeteria"
U0531_6,"Dorms,Library,Dorms,CS_Building,Library,Cafeteria,CS_Building"
U0531_7,"Dorms,CS_Building,Cafeteria,Library,Cafeteria,CS_Building,Student_Center,Dorms"
U0531_8,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,CS_Building,Library"
U0531_9,"Dorms,Library,Cafeteria,CS_Building,Library,Dorms,Cafeteria,Library"
U0532_1,"Student_Center,Library,Dorms"
U0532_10,"Dorms,Cafeteria,Math_Building,Dorms,Cafeteria,CS_Building,Student_Center"
U0532_11,"Dorms,Cafeteria,CS_Building,Dorms,CS_Building,Dorms,CS_Building,Library,Cafeteria,Student_Center"
U0532_2,"Dorms,Cafeteria,CS_Building,Library,Cafeteria"
U0532_3,"Dorms,Cafeteria,CS_Building,Cafeteria,Math_Building,Library,Gym,Dorms"
U0532_4,"Dorms,Library,Cafeteria,Library,Student_Center"
U0532_5,"Dorms,CS_Building,Dorms"
U0532_6,"Dorms,Cafeteria,Math_Building,Dorms,CS_Building,Dorms,Cafeteria"
U0532_7,"Dorms,Library,Dorms,Library,Cafeteria,Student_Center,Gym"
U0532_8,"Dorms,CS_Building,Student_Center"
U0532_9,"Student_Center,Dorms,Cafeteria,Math_Building,Student_Center,Gym,Dorms"
U0533_1,"Dorms,Cafeteria,Student_Center,Gym"
U0533_10,"Dorms,CS_Building,Student_Center,Gym,Dorms,Cafeteria,Math_Building,Dorms"
U0533_11,"Dorms,CS_Building,Student_Center,Dorms,Library,Dorms,Cafeteria,Student_Center,Gym,Dorms,Cafeteria"
U0533_12,"Dorms,Cafeteria,Math_Building,Library"
U0533_13,"CS_Building,Cafeteria,Math_Building"
U0533_14,"Dorms,Library,Student_Center,Gym,Cafeteria,CS_Building,Library,Gym,Dorms,Library,Dorms,CS_Building,Student_Center,Gym,Dorms,Math_Building"
U0533_2,"Dorms,Math_Building,Student_Center"
U0533_3,"Dorms,Cafeteria,CS_Building,Dorms,Math_Building"
U0533_4,"CS_Building,Student_Center,Library,Dorms,Math_Building"
U0533_5,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Dorms,CS_Building,Cafeteria"
U0533_6,"Dorms,Library,Cafeteria"
U0533_7,"Dorms,Cafeteria,Math_Building,Student_Center,Dorms,Library,Cafeteria,Math_Building"
U0533_8,"Dorms,Cafeteria,Student_Center,Library,Student_Center,Library,Dorms"
U0533_9,"Library,Gym,Dorms,CS_Building,Library,Dorms,Cafeteria"
U0534_1,"Dorms,CS_Building,Student_Center,Library,Gym,Dorms,Cafeteria,Library,Dorms,Math_Building,Student_Center,Library,Gym"
U0534_10,"Dorms,Cafeteria,Math_Building,Library"
U0534_2,"Cafeteria,CS_Building,Dorms,CS_Building,Student_Center,Library,Gym"
U0534_3,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,CS_Building,Library"
U0534_4,"Gym,Dorms,Cafeteria,CS_Building"
U0534_5,"Dorms,Math_Building,Dorms,Cafeteria,Student_Center,Gym,Dorms,Cafeteria"
U0534_6,"Dorms,Cafeteria,Student_Center"
U0534_7,"Dorms,Cafeteria,Student_Center"
U0534_8,"Dorms,Cafeteria,Library,Dorms,Cafeteria"
U0534_9,"CS_Building,Student_Center,Library,Dorms,CS_Building,Student_Center,Library,Dorms"
U0535_1,"Dorms,Cafeteria,CS_Building,Library,Dorms,Cafeteria"
U0535_10,"Dorms,Math_Building,Student_Center,Library,Gym,Dorms,Library,Dorms"
U0535_11,"Student_Center,Gym,Cafeteria,Library,Gym"
U0535_12,"Dorms,CS_Building,Student_Center,Dorms,Cafeteria,Math_Building,Dorms,Cafeteria,Math_Building,Dorms,CS_Building"
U0535_2,"Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building"
U0535_3,"Dorms,Cafeteria,CS_Building"
U0535_4,"Math_Building,Student_Center,Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building"
U0535_5,"Dorms,Math_Building,Library,Cafeteria,CS_Building,Library,Cafeteria"
U0535_6,"Dorms,Math_Building,Student_Center,Library,Dorms,Cafeteria"
U0535_7,"Dorms,Cafeteria,CS_Building,Library,Student_Center,Dorms,Math_Building"
U0535_8,"Dorms,Cafeteria,CS_Building,Library,Dorms,CS_Building,Student_Center,Library,Dorms,Math_Building,Dorms"
U0535_9,"Dorms,CS_Building,Library,Cafeteria"
U0536_1,"Dorms,Math_Building,Cafeteria,CS_Building,Library,Dorms,Dorms,Cafeteria,Library,Dorms"
U0536_10,"CS_Building,Cafeteria,CS_Building,Library,Dorms,Math_Building,Student_Center"
U0536_11,"Dorms,Cafeteria,Math_Building,Student_Center,Library,Dorms,Cafeteria,CS_Building"
U0536_12,"Dorms,Cafeteria,CS_Building,Library,Dorms,Cafeteria,Library"
U0536_2,"Dorms,Math_Building,Student_Center,Dorms"
U0536_3,"Math_Building,Library,Gym,Dorms"
U0536_4,"Dorms,CS_Building,Student_Center,Library,Gym,Dorms"
U0536_5,"Dorms,Math_Building,Library,Dorms,Math_Building,Dorms"
U0536_6,"Dorms,Cafeteria,Math_Building,Library,Cafeteria,CS_Building,Library"
U0536_7,"Dorms,Math_Building,Library,Dorms,CS_Building,Cafeteria"
U0536_8,"Dorms,Cafeteria,Library,Gym,Dorms"
U0536_9,"Cafeteria,CS_Building,Library,Cafeteria,Student_Center,Dorms,Cafeteria,Library,Gym,Student_Center,Gym,Dorms,Cafeteria,CS_Building"
U0537_1,"Dorms,Cafeteria,Math_Building,Dorms,CS_Building,Dorms,Math_Building,Dorms,Cafeteria,CS_Building,Library,Dorms"
U0537_10,"Library,Cafeteria,Math_Building"
U0537_11,"Dorms,Math_Building,Library,Dorms"
U0537_12,"Dorms,CS_Building,Library,Gym,Dorms,CS_Building,Cafeteria,Dorms,Cafeteria,Library,Dorms,Library,Cafeteria,CS_Building"
U0537_13,"Dorms,CS_Building,Library,Cafeteria"
U0537_2,"Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building,Student_Center,Gym,Dorms"
U0537_3,"Student_Center,Gym,Dorms,Math_Building,Dorms"
U0537_4,"Dorms,CS_Building,Library,Gym,Dorms"
U0537_5,"Dorms,Cafeteria,Student_Center,Gym,Dorms,Cafeteria,CS_Building"
U0537_6,"Dorms,Math_Building,Cafeteria,Math_Building"
U0537_7,"Dorms,Cafeteria,Library,Library,Cafeteria,Library,Gym"
U0537_8,"Math_Building,Student_Center,Gym,Cafeteria,Student_Center,Dorms"
U0537_9,"Dorms,Math_Building,Student_Center,Library,Dorms,Cafeteria"
U0538_1,"Dorms,Math_Building,Student_Center,Library,Dorms,Math_Building,Student_Center"
U0538_10,"Dorms,Cafeteria,CS_Building,Library,Gym,Dorms"
U0538_11,"Dorms,CS_Building,Library,Dorms"
U0538_12,"Dorms,Math_Building,Library,Dorms,CS_Building,Cafeteria"
U0538_13,"Dorms,Math_Building,Library,Dorms,Math_Building,Dorms,Cafeteria,Dorms,Cafeteria,Library,Gym"
U0538_14,"Dorms,CS_Building,Student_Center,Dorms,Math_Building,Library"
U0538_2,"Dorms,Library,Dorms,Cafeteria"
U0538_3,"Dorms,Math_Building,Student_Center,Gym"
U0538_4,"Dorms,Cafeteria,Math_Building,Cafeteria,CS_Building,Dorms,Cafeteria,Library,Student_Center,Dorms"
U0538_5,"Dorms,CS_Building,Cafeteria,Math_Building"
U0538_6,"Dorms,Cafeteria,CS_Building,Dorms"
U0538_7,"Library,Student_Center,Library,Dorms,Math_Building,Cafeteria,CS_Building"
U0538_8,"Dorms,Cafeteria,Library,Gym,Dorms,Cafeteria,Math_Building"
U0538_9,"Dorms,CS_Building,Dorms,Math_Building"
U0539_1,"Library,Dorms,Math_Building"
U0539_10,"Student_Center,Dorms,Math_Building,Cafeteria,CS_Building,Library,Cafeteria"
U0539_11,"Dorms,Math_Building,Cafeteria"
U0539_12,"Dorms,Cafeteria,Library"
U0539_13,"Dorms,Cafeteria,Library,Dorms,CS_Building,Library,Cafeteria,Math_Building,Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria"
U0539_14,"Math_Building,Library,Cafeteria,Library,Dorms,Cafeteria,Math_Building"
U0539_2,"Dorms,CS_Building,Library,Gym,Dorms"
U0539_3,"Dorms,CS_Building,Library"
U0539_4,"Dorms,Cafeteria,Library"
U0539_5,"Cafeteria,Student_Center,Dorms,Cafeteria"
U0539_6,"Dorms,Math_Building,Cafeteria"
U0539_7,"Library,Student_Center,Dorms"
U0539_8,"Dorms,Cafeteria,Library,Dorms,CS_Building,Cafeteria,Math_Building,Library"
U0539_9,"Dorms,Cafeteria,Math_Building,Library,Cafeteria,Library,Student_Center,Gym,Dorms,Math_Building,Cafeteria,Library,Gym"
U0540_1,"CS_Building,Library,Dorms,Cafeteria,Math_Building,Library"
U0540_10,"Dorms,Math_Building,Student_Center,Dorms,CS_Building,Cafeteria,Math_Building,Cafeteria"
U0540_11,"Gym,Dorms,CS_Building,Library,Dorms"
U0540_12,"Dorms,CS_Building,Library"
U0540_13,"Student_Center,Gym,Dorms,Cafeteria,Library,Cafeteria"
U0540_2,"Dorms,Cafeteria,CS_Building,Cafeteria"
U0540_3,"Dorms,Library,Student_Center,Library"
U0540_4,"Dorms,Library,Cafeteria,CS_Building,Library,Dorms,Cafeteria,Student_Center"
U0540_5,"Dorms,Library,Cafeteria,Math_Building,Cafeteria,CS_Building,Cafeteria"
U0540_6,"Dorms,Cafeteria,Student_Center,Library,Cafeteria"
U0540_7,"Dorms,CS_Building,Student_Center,Library,Dorms"
U0540_8,"Gym,Dorms,Math_Building,Cafeteria,CS_Building,Library,Student_Center"
U0540_9,"Dorms,CS_Building,Library,Dorms,Cafeteria"
U0541_1,"Dorms,Cafeteria,Student_Center,Dorms,Math_Building,Student_Center,Dorms"
U0541_10,"Library,Student_Center,Dorms,Math_Building,Library,Dorms,Math_Building,Dorms,Cafeteria,Math_Building,Library,Student_Center,Gym,Dorms,Cafeteria"
U0541_11,"Student_Center,Gym,Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria,CS_Building"
U0541_12,"Library,Cafeteria,CS_Building,Library,Dorms,Math_Building,Dorms,CS_Building,Library"
U0541_2,"Dorms,Cafeteria,Student_Center"
U0541_3,"Dorms,Math_Building,Student_Center,Dorms,CS_Building"
U0541_4,"Dorms,Math_Building,Dorms,Math_Building,Dorms,Math_Building,Cafeteria,Math_Building,Cafeteria,Library,Dorms,Cafeteria"
U0541_5,"Dorms,Library,Gym,Dorms"
U0541_6,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Cafeteria,Library"
U0541_7,"Dorms,CS_Building,Library,Cafeteria,CS_Building,Library"
U0541_8,"Dorms,Cafeteria,CS_Building,Library"
U0541_9,"Dorms,CS_Building,Student_Center,Library"
U0542_1,"Dorms,Math_Building,Cafeteria,CS_Building,Library,Gym"
U0542_10,"Dorms,Library,Dorms,Cafeteria,CS_Building,Cafeteria,Math_Building"
U0542_2,"Dorms,Cafeteria,Student_Center,Library,Gym,Dorms"
U0542_3,"Dorms,Cafeteria,Math_Building,Library,Dorms"
U0542_4,"Math_Building,Student_Center,Library,Dorms,Cafeteria,CS_Building"
U0542_5,"Dorms,Cafeteria,Library,Dorms,CS_Building,Dorms,Cafeteria,Math_Building,Student_Center,Gym,Dorms,Math_Building,Dorms,Cafeteria,CS_Building"
U0542_6,"Dorms,Cafeteria,CS_Building"
U0542_7,"Dorms,Math_Building,Library,Student_Center"
U0542_8,"Dorms,Cafeteria,Library,Dorms"
U0542_9,"Cafeteria,Math_Building,Dorms,Cafeteria"
U0543_1,"Dorms,Math_Building,Dorms"
U0543_10,"Dorms,Math_Building,Dorms,Cafeteria,CS_Building,Cafeteria,Library,Student_Center,Dorms"
